review_id,product_category,product_name,review_text,rating,review_date,verified_purchase,helpful_votes,clean_tokens,vader_compound,vader_pos,vader_neu,vader_neg,sentiment_label,dominant_emotion
REV01750,Beauty & Personal Care,Moisturizer Cream,A decent option if you're on a budget. It's comparable to other products in this price range. 🤷,3,2025-06-23,True,4,decent option youre budget comparable product price range,0.0,0.0,1.0,0.0,Neutral,Trust
REV00621,Electronics,Smartwatch,HIGHLY RECOMMEND THIS TO EVERYONE. THE PACKAGING WAS NEAT AND NOTHING WAS DAMAGED.,5,2025-02-26,False,4,highly recommend everyone packaging neat nothing damaged,0.8019,0.451,0.549,0.0,Positive,None Detected
REV01706,Electronics,Laptop Stand,Best purchase I've made this year. It's comfortable and fits perfectly.,4,2024-12-01,True,0,best purchase ive made year comfortable fit perfectly,0.9136,0.594,0.406,0.0,Positive,None Detected
REV01326,Beauty & Personal Care,Face Serum,"It's fine, meets basic expectations. It's a bit bulkier than I expected. 🤷",3,2025-08-15,True,1,fine meet basic expectation bit bulkier expected,0.2023,0.122,0.878,0.0,Positive,Anticipation
REV00699,Electronics,Power Bank,Exceeded my expectations. Setup was simple and took less than five minutes. 😊,4,2024-01-08,True,0,exceeded expectation setup simple took less five minute,0.7184,0.286,0.714,0.0,Positive,Anticipation
REV01034,Fashion,Leather Wallet,"Middle of the road experience. Packaging was standard, nothing memorable.",3,2024-07-09,True,0,middle road experience packaging standard nothing memorable,0.0,0.0,1.0,0.0,Neutral,Joy
REV00439,Electronics,Bluetooth Speaker,This is exactly what I needed. It's comfortable and fits perfectly. 👍,5,2024-11-18,True,3,exactly needed comfortable fit perfectly,0.8176,0.405,0.595,0.0,Positive,None Detected
REV00347,Sports & Outdoors,Water Bottle,Absolutely loved this product! The packaging was neat and nothing was damaged. ✨,4,2025-01-25,True,0,absolutely loved product packaging neat nothing damaged,0.8372,0.474,0.432,0.094,Positive,None Detected
REV01283,Home & Kitchen,Air Fryer,Couldn't be happier with this purchase. It's comfortable and fits perfectly. 👍 although the price is a bit high for what you get.,4,2025-07-23,False,1,couldnt happier purchase comfortable fit perfectly although price bit high get,0.6931,0.24,0.671,0.089,Positive,None Detected
REV00799,Beauty & Personal Care,Hair Dryer,Reasonable purchase overall. It's comparable to other products in this price range. 🙂,3,2024-05-08,True,0,reasonable purchase overall comparable product price range,0.4033,0.162,0.838,0.0,Positive,None Detected
REV01466,Sports & Outdoors,Camping Tent,Exceeded my expectations. My family loves it just as much as I do. 🔥,4,2024-03-17,True,3,exceeded expectation family love much,0.3182,0.204,0.663,0.133,Positive,Anticipation
REV01341,Sports & Outdoors,Cycling Helmet,"It's exactly what was advertised, nothing more. I might consider other brands next time.",3,2024-02-09,True,5,exactly advertised nothing might consider brand next time,0.0,0.0,1.0,0.0,Neutral,Anticipation
REV01045,Home & Kitchen,Air Fryer,Fantastic value for the price. The packaging was neat and nothing was damaged. ✨,5,2024-03-31,False,1,fantastic value price packaging neat nothing damaged,0.8571,0.51,0.402,0.088,Positive,None Detected
REV01155,Home & Kitchen,Blender,One of the worst products I've bought online. I found scratches on it right out of the packaging. 💔,2,2025-04-09,True,1,one worst product ive bought online found scratch right packaging,-0.4588,0.148,0.599,0.254,Negative,Joy
REV01415,Beauty & Personal Care,Sunscreen Lotion,This is exactly what I needed. Customer service was quick to respond when I had a question. ❤️,4,2025-01-27,True,0,exactly needed customer service quick respond question,0.0,0.0,1.0,0.0,Neutral,None Detected
REV01002,Sports & Outdoors,Cycling Helmet,Fantastic value for the price. Customer service was quick to respond when I had a question. 👍 but I wish it came in more color options.,5,2024-07-06,True,0,fantastic value price customer service quick respond question wish came color option,0.7615,0.239,0.761,0.0,Positive,None Detected
REV01000,Books & Media,Kids Story Set,I want a refund immediately. The material feels cheap and flimsy. 😢,1,2025-10-22,True,0,want refund immediately material feel cheap flimsy,-0.4215,0.084,0.714,0.201,Negative,Anticipation
REV00476,Electronics,Wireless Earbuds,"Exceeded my expectations. Delivery was super fast, arrived a day early. ✨",4,2025-11-11,True,3,exceeded expectation delivery super fast arrived day early,0.7351,0.383,0.617,0.0,Positive,Anticipation
REV00858,Sports & Outdoors,Camping Tent,Very frustrating experience overall. It doesn't match the pictures shown online at all.,1,2025-12-17,True,15,frustrating experience overall doesnt match picture shown online,-0.4927,0.0,0.79,0.21,Negative,None Detected
REV00770,Beauty & Personal Care,Sunscreen Lotion,A decent option if you're on a budget. Good enough for occasional use. 🙂,3,2024-12-22,False,2,decent option youre budget good enough occasional use,0.6534,0.276,0.724,0.0,Positive,Trust
REV01058,Fashion,Denim Jacket,Fantastic value for the price. It looks even better than the pictures online. 👍 but the delivery experience could definitely be better.,5,2025-08-04,True,0,fantastic value price look even better picture online delivery experience could definitely better,0.9072,0.426,0.574,0.0,Positive,Anticipation
REV01491,Books & Media,Cookbook,"Exceeded my expectations. Delivery was super fast, arrived a day early. ✨",4,2025-09-23,False,0,exceeded expectation delivery super fast arrived day early,0.7351,0.383,0.617,0.0,Positive,Anticipation
REV00137,Home & Kitchen,Bedsheet Set,Exceeded my expectations. My family loves it just as much as I do. 🔥,5,2024-05-12,True,7,exceeded expectation family love much,0.3182,0.204,0.663,0.133,Positive,Anticipation
REV00051,Electronics,Bluetooth Speaker,I want a refund immediately. It stopped working after just one week. 💔,1,2024-12-29,True,3,want refund immediately stopped working one week,0.128,0.268,0.488,0.244,Positive,Anticipation
REV01578,Fashion,Denim Jacket,Works like a charm. The color and finish look great in person. ❤️,4,2024-06-12,True,3,work like charm color finish look great person,0.8519,0.458,0.542,0.0,Positive,None Detected
REV01338,Books & Media,Kids Story Set,Works like a charm. It's comfortable and fits perfectly. although the price is a bit high for what you get.,5,2024-02-06,True,1,work like charm comfortable fit perfectly although price bit high get,0.9136,0.443,0.557,0.0,Positive,None Detected
REV00826,Sports & Outdoors,Camping Tent,I want a refund immediately. The stitching came apart almost immediately. 😡,1,2025-01-17,False,1,want refund immediately stitching came apart almost immediately,0.0772,0.098,0.902,0.0,Positive,Anticipation
REV00753,Fashion,Backpack,"Fantastic value for the price. Delivery was super fast, arrived a day early. 😊",4,2024-06-06,True,1,fantastic value price delivery super fast arrived day early,0.9423,0.55,0.45,0.0,Positive,None Detected
REV00929,Beauty & Personal Care,Hair Dryer,Works like a charm. My family loves it just as much as I do. 👍,5,2025-11-23,True,1,work like charm family love much,0.836,0.406,0.594,0.0,Positive,Joy
REV01543,Sports & Outdoors,Dumbbell Set,Works like a charm. It's comfortable and fits perfectly.,5,2025-12-25,True,3,work like charm comfortable fit perfectly,0.9136,0.718,0.282,0.0,Positive,None Detected
REV01240,Books & Media,Cookbook,One of the worst products I've bought online. The material feels cheap and flimsy. 😢,2,2024-05-19,True,4,one worst product ive bought online material feel cheap flimsy,-0.802,0.0,0.66,0.34,Negative,None Detected
REV00213,Home & Kitchen,Blender,Extremely poor quality. I found scratches on it right out of the packaging. 😡,1,2024-09-10,True,2,extremely poor quality found scratch right packaging,-0.5256,0.0,0.805,0.195,Negative,Joy
REV00803,Sports & Outdoors,Cycling Helmet,One of the worst products I've bought online. The size was completely different from what was described. 💔,1,2024-04-16,True,2,one worst product ive bought online size completely different described,-0.4588,0.153,0.584,0.263,Negative,None Detected
REV01238,Home & Kitchen,Vacuum Cleaner,"This is exactly what I needed. Delivery was super fast, arrived a day early. ✨",4,2025-12-15,True,6,exactly needed delivery super fast arrived day early,0.7351,0.323,0.677,0.0,Positive,None Detected
REV01505,Sports & Outdoors,Water Bottle,Absolutely loved this product! The build quality feels premium and sturdy. ❤️,5,2025-01-19,True,0,absolutely loved product build quality feel premium sturdy,0.6689,0.272,0.728,0.0,Positive,None Detected
REV00052,Home & Kitchen,Electric Kettle,Couldn't be happier with this purchase. Setup was simple and took less than five minutes. ✨ but the delivery experience could definitely be better.,4,2025-10-23,True,2,couldnt happier purchase setup simple took less five minute delivery experience could definitely better,0.7999,0.293,0.646,0.061,Positive,Anticipation
REV00134,Beauty & Personal Care,Hair Dryer,"Fantastic value for the price. Delivery was super fast, arrived a day early.",5,2024-11-03,False,3,fantastic value price delivery super fast arrived day early,0.872,0.497,0.503,0.0,Positive,None Detected
REV01306,Home & Kitchen,Blender,Exceeded my expectations. The build quality feels premium and sturdy. 😊,5,2025-08-01,True,0,exceeded expectation build quality feel premium sturdy,0.7184,0.316,0.684,0.0,Positive,Anticipation
REV01074,Beauty & Personal Care,Lip Balm Set,"Couldn't be happier with this purchase. Delivery was super fast, arrived a day early. ✨ even though customer service was slow to respond.",4,2025-10-20,True,1,couldnt happier purchase delivery super fast arrived day early even though customer service slow respond,0.5305,0.214,0.69,0.096,Positive,None Detected
REV00428,Beauty & Personal Care,Sunscreen Lotion,"It's an okay product, nothing special. Good enough for occasional use. 🤷",3,2025-09-06,True,0,okay product nothing special good enough occasional use,-0.4145,0.115,0.604,0.282,Negative,Joy
REV00218,Beauty & Personal Care,Moisturizer Cream,Not worth the money at all. It arrived late and the box was damaged. 💔,1,2024-01-03,False,3,not worth money arrived late box damaged,-0.354,0.176,0.503,0.321,Negative,Anger
REV00758,Fashion,Cotton T-Shirt,"It's an okay product, nothing special. The design is simple but functional. 🤷",3,2024-08-03,True,0,okay product nothing special design simple functional,-0.0462,0.096,0.796,0.108,Neutral,Joy
REV01523,Home & Kitchen,Bedsheet Set,Works like a charm. My family loves it just as much as I do. 🔥 even though customer service was slow to respond.,5,2024-10-02,True,3,work like charm family love much even though customer service slow respond,0.7579,0.294,0.627,0.079,Positive,Joy
REV00754,Fashion,Leather Wallet,Works like a charm. Setup was simple and took less than five minutes. ✨,4,2025-03-05,True,2,work like charm setup simple took less five minute,0.7579,0.405,0.595,0.0,Positive,None Detected
REV00167,Electronics,Power Bank,I regret buying this. I found scratches on it right out of the packaging. 💔,1,2024-01-04,True,0,regret buying found scratch right packaging,-0.1779,0.182,0.563,0.255,Negative,Sadness
REV01591,Electronics,Bluetooth Speaker,This was a complete waste of time. Customer support never replied to my emails. 👎,2,2025-01-26,False,1,complete waste time customer support never replied email,-0.0258,0.138,0.718,0.144,Neutral,Disgust
REV00756,Sports & Outdoors,Yoga Mat,Best purchase I've made this year. My family loves it just as much as I do. ✨,5,2024-08-11,True,3,best purchase ive made year family love much,0.8807,0.421,0.579,0.0,Positive,Joy
REV01681,Beauty & Personal Care,Sunscreen Lotion,COULDN'T BE HAPPIER WITH THIS PURCHASE. THE BUILD QUALITY FEELS PREMIUM AND STURDY. 😊,5,2025-07-30,False,0,couldnt happier purchase build quality feel premium sturdy,0.3983,0.247,0.617,0.136,Positive,None Detected
REV00608,Sports & Outdoors,Resistance Bands,Absolutely loved this product! My family loves it just as much as I do. ❤️,5,2025-06-30,False,0,absolutely loved product family love much,0.8475,0.369,0.631,0.0,Positive,Joy
REV00528,Home & Kitchen,Air Fryer,Exceeded my expectations. It looks even better than the pictures online. 👍,5,2025-12-08,True,1,exceeded expectation look even better picture online,0.4404,0.195,0.805,0.0,Positive,Anticipation
REV00918,Electronics,USB-C Hub,"Five stars, no doubt. Battery life lasts way longer than advertised. ✨ although the price is a bit high for what you get.",5,2024-08-22,True,3,five star doubt battery life last way longer advertised although price bit high get,0.5283,0.174,0.826,0.0,Positive,Trust
REV01707,Electronics,Bluetooth Speaker,"One of the worst products I've bought online. It arrived late and the box was damaged. 😡 On the plus side, it did arrive quickly.",1,2024-05-10,True,1,one worst product ive bought online arrived late box damaged plus side arrive quickly,-0.7906,0.0,0.774,0.226,Negative,Sadness
